Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
2020,Giriraj Horizon ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1500.0,11000,7,3,3,165.0
2021,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,11250,3,2,2,135.0
2022,Kesar Harmony ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1715.0,15743,6,3,3,270.0
2023,Regency Gardens ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,2355.0,14861,3,4,4,350.0
2024,White City ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,16000,20,2,2,160.0
2025,White City ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Super Built Up Area,1200.0,18333,16,2,2,220.0
2026,White City ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,14117,21,1,1,108.0
2027,White City ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Super Built Up Area,765.0,15032,25,1,2,115.0
2028,Gurukrupa Marina Enclave ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Carpet Area,840.0,22380,19,3,3,188.0
2029,Bhagwati Greens ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Carpet Area,1275.0,27450,10,3,3,350.0
2030,Armstrongs Hex Blox ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,10000,10,2,2,125.0
2031,Paradise Sai Mannat ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,2000.0,11000,9,3,3,220.0
2032,Aakash Srishthi ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Carpet Area,438.0,31000,6,1,2,135.0
2033,Unnamed Property,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Carpet Area,877.0,33637,44,3,2,295.0
2034,Luxora Crystal Spires ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Carpet Area,1340.0,17910,3,3,3,240.0
2035,Luxora Crystal Spires ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Carpet Area,1490.0,17449,3,3,3,260.0
2036,Dosti Imperia ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1750.0,14285,19,3,3,250.0
2037,Pratik Regalia ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7172,2,1,1,52.0
2038,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Built Up Area,700.0,8142,4,1,1,57.0
2039,Neelkanth Greens ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1800.0,13888,26,3,3,250.0
2040,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,585.0,7350,2,1,1,43.0
2041,Unnamed Property,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,16666,3,2,2,150.0
2042,Kalpataru Hills ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,12333,8,2,2,111.0
2043,T Bhimjyani Neelkanth Woods ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1300.0,14230,11,3,2,185.0
2044,T Bhimjyani Neelkanth Woods ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,13421,3,3,3,255.0
2045,Neelkanth Greens ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,900.0,12222,4,2,2,110.0
2046,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Carpet Area,225.0,28222,11,1,1,63.5
2047,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Built Up Area,980.0,7653,1,2,2,75.0
2048,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Built Up Area,680.0,6617,4,1,1,45.0
2049,Unnamed Property,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Built Up Area,630.0,8888,8,1,1,56.0
2050,Om Cygnus ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1150.0,9086,10,2,2,104.0
2051,Star Galaxy ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1180.0,7278,8,2,2,85.9
2052,Siddhivinayak Utopia ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Super Built Up Area,1156.0,9083,5,2,2,105.0
2053,Acme Ozone ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Carpet Area,700.0,17142,16,2,3,120.0
2054,Neelkanth Greens ,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1100.0,13636,23,2,2,150.0
2055,Hiranandani Regent Hill ,Hyderabad,Hyderabad,1 to 5 Year,Ready To Move,Carpet Area,390.0,38461,8,1,1,150.0
2056,Unnamed Property,Hyderabad,Hyderabad,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,15714,6,2,2,165.0
2057,Dhoot New Sonali CHS ,Hyderabad,Hyderabad,0 to 1 Year,Ready To Move,Super Built Up Area,1000.0,21000,8,2,2,210.0
2058,Dhoot New Sonali CHS ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,894.0,31208,9,3,3,279.0
2059,Shapoorji Pallonji Vicinia ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,1070.0,34112,16,3,3,365.0
2060,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1570.0,17515,20,2,2,275.0
2061,Unnamed Property,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,400.0,26250,2,1,2,105.0
2062,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,3107,1,1,1,21.8
2063,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,660.0,3106,4,1,1,20.5
2064,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,660.0,3062,3,1,1,20.2
2065,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,410.0,3536,0,1,1,14.5
2066,Unnamed Property,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,800.0,28125,3,2,2,225.0
2067,Unnamed Property,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,800.0,40625,7,3,3,325.0
2068,Hiranandani Regent Hill ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,379.0,38284,14,1,2,145.0
2069,Lodha Casa Ultima ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,840.0,11428,12,2,2,96.0
2070,Anchorage Apartment ,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,641.0,53198,6,2,2,341.0
2071,Unnamed Property,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,1248.0,54086,3,3,3,675.0
2072,SD Epsilon Tower ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,1047.0,28175,14,3,3,295.0
2073,SD Epsilon Tower ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,763.0,29488,37,2,2,225.0
2074,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,1080.0,7785,21,2,2,55.2
2075,SD Alpine ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,1037.0,31340,44,3,3,325.0
2076,Tata Amantra ,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,1530.0,5773,21,3,3,88.3
2077,Tata Amantra ,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,1476.0,5849,22,3,2,86.3
2078,Sahakar Premier ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1070.0,7444,3,2,2,79.7
2079,Strawberry ONYX ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1015.0,8137,1,2,2,82.6
2080,Lodha Casa Ultima ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,622.0,14112,20,1,1,87.8
2081,Puranik City Phase 3 ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,450.0,13333,8,1,2,60.0
2082,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,904.0,20464,20,2,2,185.0
2083,Laabh Pehla Ghar Shubh Sanket Complex ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,411.0,10462,1,1,1,43.0
2084,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,1000.0,19000,16,2,2,190.0
2085,Rutu Enclave ,Agartala,Agartala,5 to 10 Year,Ready To Move,Carpet Area,411.0,11192,3,1,1,46.0
2086,Cosmos Jewels ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,700.0,13142,8,2,2,92.0
2087,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,12960,6,2,2,162.0
2088,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,13600,7,2,2,170.0
2089,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1150.0,10869,8,1,2,125.0
2090,Dharti Ashtavinayak Tower ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1310.0,6641,6,2,2,87.0
2091,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,450.0,11777,4,1,2,53.0
2092,Unique Greens ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,500.0,12600,12,1,2,63.0
2093,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,430.0,12790,15,1,2,55.0
2094,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,425.0,12705,5,1,2,54.0
2095,Puraniks Hometown ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,480.0,11250,2,1,1,54.0
2096,Shree Sankalp ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,650.0,14153,6,2,2,92.0
2097,Neelkanth Gardens ,Agartala,Agartala,10+ Year,Ready To Move,Super Built Up Area,1000.0,25500,3,2,2,255.0
2098,Vijaya Heritage ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1450.0,26551,9,3,3,385.0
2099,Imperial Heights ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,1445.0,23529,24,3,4,340.0
2100,RC Orchid Apartment ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,700.0,10285,6,1,1,72.0
2101,Vihan Sunshine Heights ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,13076,10,1,1,85.0
2102,Avicon Levante ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8857,8,1,2,62.0
2103,Pragati Moral Orchid ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,705.0,7801,4,1,2,55.0
2104,Priyanka Unite ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1125.0,10933,2,2,2,123.0
2105,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,11333,2,2,2,170.0
2106,Omkar Alta Monte ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,920.0,24456,10,2,2,225.0
2107,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,677.0,11078,4,1,1,75.0
2108,The Park Residences ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,1115.0,40358,15,3,3,450.0
2109,Raheja Acropolis ,Agartala,Agartala,10+ Year,Ready To Move,Super Built Up Area,1250.0,22000,3,3,2,275.0
2110,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1185.0,12236,18,2,2,145.0
2111,RC Orchid Apartment ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,9200,10,3,2,115.0
2112,RC Orchid Apartment ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,9047,3,2,2,95.0
2113,City Century One ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,11011,14,2,2,98.0
2114,Shree Ramtanu Narayan Ellite ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,10588,5,1,1,72.0
2115,Prabhu Shrine ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,450.0,12222,6,1,1,55.0
2116,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,430.0,6976,2,1,2,30.0
2117,Gami Amar Harmony ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,693.0,5627,14,1,2,39.0
2118,Paradise Sai Riverdale ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7354,19,2,2,82.0
2119,Paradise Sai Riverdale ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,690.0,7101,12,1,2,49.0
2120,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,710.0,16760,11,2,2,119.0
2121,Terraform Everest World ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,890.0,15955,12,3,2,142.0
2122,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,1675.0,21779,8,3,3,235.0
2123,Lodha Amara ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1450.0,16526,28,3,3,157.0
2124,Neelsidhi Tower ,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,1000.0,27500,1,3,3,275.0
2125,Lodha Amara ,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,672.0,14880,12,2,2,100.0
2126,Runwal Forests ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,23882,24,3,2,310.0
2127,Godrej The Trees ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,2450.0,44897,17,4,4,1100.0
2128,Runwal Forests ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,22342,36,3,2,290.0
2129,Runwal Forests ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25038,38,3,3,325.0
2130,Runwal Forests ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25346,22,3,3,329.0
2131,Runwal Forests ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1135.0,26431,28,3,2,300.0
2132,Godrej The Trees ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,940.0,36170,13,2,2,340.0
2133,Godrej The Trees ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1120.0,38839,10,3,2,435.0
2134,Godrej The Trees ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,640.0,26875,2,1,1,172.0
2135,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Built Up Area,740.0,19189,8,2,2,142.0
2136,Unnamed Property,Agartala,Agartala,1 to 5 Year,Ready To Move,Built Up Area,744.0,18951,8,2,2,141.0
2137,Omkar Empire ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,8800,9,2,2,110.0
2138,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Carpet Area,940.0,17234,25,2,4,162.0
2139,Unnamed Property,Agartala,Agartala,10+ Year,Ready To Move,Carpet Area,1150.0,8260,7,2,2,95.0
2140,Kalpataru Woodsville ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1186.0,20657,1,2,2,245.0
2141,Kalpataru Woodsville ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1905.0,19947,1,3,3,380.0
2142,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,8260,1,1,1,57.0
2143,Mhalsa Residency ,Agartala,Agartala,1 to 5 Year,Ready To Move,Super Built Up Area,1335.0,10112,8,3,2,135.0
2144,Kanakia Zen World ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,26595,2,2,2,200.0
2145,Mhalsa Residency ,Agartala,Agartala,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,8571,12,2,2,90.0
2146,Dynamic Avenue ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,660.0,6060,4,1,2,40.0
2147,Rajesh Residency ,Agartala,Agartala,10+ Year,Ready To Move,Super Built Up Area,1075.0,7441,3,2,2,80.0
2148,Lodha Luxuria ,Agartala,Agartala,1 to 5 Year,Ready To Move,Carpet Area,1167.0,16966,3,3,3,198.0
2149,Hiranandani Eagleridge ,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,1062.0,16195,25,2,2,172.0
2150,Lodha Luxuria ,Agartala,Agartala,1 to 5 Year,Ready To Move,Built Up Area,1690.0,11834,4,3,3,200.0
2151,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,876.0,10844,6,2,2,95.0
2152,Unnamed Property,Agartala,Agartala,0 to 1 Year,Ready To Move,Built Up Area,877.0,8323,5,2,2,73.0
2153,Unnamed Property,Agartala,Agartala,5 to 10 Year,Ready To Move,Carpet Area,680.0,16911,14,2,2,115.0
2154,Hiranandani Castle Rock ,Agartala,Agartala,0 to 1 Year,Ready To Move,Super Built Up Area,1230.0,26422,12,2,2,325.0
2155,Gurukrupa Aramus Complex ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Built Up Area,1100.0,6727,11,1,1,74.0
2156,Varsha Balaji Darshan ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,9203,3,2,2,104.0
2157,Kalpataru Sunrise ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,15200,13,3,3,228.0
2158,Kalpataru Sunrise ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15000,11,3,3,225.0
2159,Kalpataru Sunrise ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9800,22,2,2,98.0
2160,Kalpataru Sunrise ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9900,7,2,2,99.0
2161,Lodha Altia ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1057.0,37617,29,2,2,240.0
2162,Atlantis ,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Super Built Up Area,580.0,15517,18,1,2,90.0
2163,SKG Vijayashree ,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Super Built Up Area,1775.0,21126,2,3,3,375.0
2164,Sabari Ashiana ,Dehradun,Dehradun,10+ Year,Ready To Move,Super Built Up Area,1600.0,26562,4,3,3,425.0
2165,Godrej The Trees ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1398.0,31473,12,3,2,440.0
2166,Luxora Crystal Spires ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Built Up Area,2500.0,22067,3,3,3,395.0
2167,Sheth Auris Ilaria ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1006.0,16820,29,2,2,169.0
2168,Bhoomi Celestia ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,2815.0,24831,20,4,5,699.0
2169,Bhoomi Celestia ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,2279.0,24129,20,3,3,550.0
2170,Unnamed Property,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Carpet Area,680.0,13235,11,2,2,88.0
2171,SK Imperial Heights ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,9353,1,1,2,68.8
2172,Strawberry ONYX ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,8918,1,2,2,82.5
2173,Unnamed Property,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,13274,8,2,2,90.0
2174,Rajesh Presidency ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1600.0,8750,5,3,3,140.0
2175,SK Imperial Heights ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,9279,2,2,2,100.0
2176,Hiranandani-Estate Brentford ,Dehradun,Dehradun,10+ Year,Ready To Move,Carpet Area,370.0,22972,3,1,1,85.0
2177,Umiya Oasis ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,715.0,9020,15,1,2,64.5
2178,Sahakar Premier ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,7674,2,2,2,82.5
2179,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1085.0,7695,5,2,2,83.5
2180,Janki Legacy ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,8639,5,1,2,63.5
2181,RNA NG Silver Spring ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1095.0,8218,5,2,2,90.0
2182,Shree Tirupati Riviera ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1290.0,14494,7,3,2,129.0
2183,Kalpataru Sunrise ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,765.0,17516,6,2,2,134.0
2184,Lodha Amara ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,672.0,14583,15,2,2,98.0
2185,Lodha Amara ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,955.0,16439,23,3,3,157.0
2186,Tulsi Aura ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,635.0,12598,6,1,2,80.0
2187,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Carpet Area,1047.0,31041,20,3,3,325.0
2188,Kalpataru Sunrise ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1190.0,17931,8,2,2,137.0
2189,Kalpataru Sunrise ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,780.0,17692,10,2,2,138.0
2190,Pratik Regalia ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,704.0,6676,6,1,2,47.0
2191,Kalpataru Sunrise ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,1089.0,20569,15,3,3,224.0
2192,Lodha Sterling ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,17647,7,2,2,159.0
2193,Lodha Amara ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,15476,6,2,2,104.0
2194,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1264.0,18196,9,2,2,230.0
2195,Godrej Prime ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1280.0,18750,7,3,2,240.0
2196,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,3385.0,20679,10,4,4,700.0
2197,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,900.0,11000,26,2,2,99.0
2198,Godrej Central ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,17361,6,3,2,250.0
2199,Godrej Central ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1840.0,16304,4,3,3,300.0
2200,Sun Sundaram Tower ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1125.0,8711,9,2,2,98.0
2201,One Hiranandani Park ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Built Up Area,1957.0,20950,4,3,3,410.0
2202,Runwal Eirene ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,11818,23,3,3,195.0
2203,Dynamic Avenue ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,620.0,6129,4,1,1,38.0
2204,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,738.0,23712,4,2,2,175.0
2205,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7862,9,1,1,57.0
2206,Runwal Forests ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,23437,46,3,3,300.0
2207,Unnamed Property,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,7000,1,2,2,84.0
2208,Unnamed Property,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Carpet Area,1450.0,22413,10,4,4,325.0
2209,Hiranandani Eagleridge ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,990.0,24747,3,2,2,245.0
2210,Hiranandani Regent Hill ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,379.0,40897,16,1,2,155.0
2211,Hiranandani Regent Hill ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Carpet Area,379.0,39577,16,1,2,150.0
2212,L and T Emerald Isle ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1060.0,25283,14,2,2,268.0
2213,Delta Avenue ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,16190,2,2,2,170.0
2214,Tridhaatu The Grand ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,22631,12,3,3,430.0
2215,Unnamed Property,Dehradun,Dehradun,10+ Year,Ready To Move,Carpet Area,340.0,16764,3,1,1,57.0
2216,Godrej The Trees ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,2377.0,44173,17,4,4,1050.0
2217,Godrej The Trees ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,38461,7,3,3,500.0
2218,Paradise Sai Pearls ,Dehradun,Dehradun,5 to 10 Year,Ready To Move,Super Built Up Area,1240.0,8870,8,2,2,110.0
2219,Godrej Central ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,20312,5,3,3,325.0
2220,L and T Emerald Isle ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,23370,21,2,2,208.0
2221,Dosti Imperia ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Built Up Area,1220.0,22207,11,2,2,163.0
2222,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Super Built Up Area,680.0,37205,3,2,2,253.0
2223,Unnamed Property,Dehradun,Dehradun,10+ Year,Ready To Move,Super Built Up Area,1300.0,16923,3,3,2,220.0
2224,Dosti Imperia ,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Built Up Area,2200.0,19772,20,4,5,435.0
2225,Unnamed Property,Dehradun,Dehradun,0 to 1 Year,Ready To Move,Built Up Area,1800.0,19444,0,3,3,350.0
2226,Unnamed Property,Dehradun,Dehradun,10+ Year,Ready To Move,Carpet Area,450.0,16888,1,1,2,76.0
2227,Unnamed Property,Dehradun,Dehradun,10+ Year,Ready To Move,Plot Area,250.0,34000,3,2,2,85.0
2228,Godrej Prime ,Dehradun,Dehradun,1 to 5 Year,Ready To Move,Super Built Up Area,1760.0,17613,9,3,3,310.0
